,date,variable,value
236,2021-10-18,daily_booster2,0
237,2021-10-19,daily_booster2,0
238,2021-10-20,daily_booster2,1
239,2021-10-21,daily_booster2,0
240,2021-10-22,daily_booster2,0
241,2021-10-23,daily_booster2,0
242,2021-10-24,daily_booster2,0
243,2021-10-25,daily_booster2,1
244,2021-10-26,daily_booster2,2
245,2021-10-27,daily_booster2,9
246,2021-10-28,daily_booster2,592
247,2021-10-29,daily_booster2,290
248,2021-10-30,daily_booster2,111
249,2021-10-31,daily_booster2,79
250,2021-11-01,daily_booster2,229
251,2021-11-02,daily_booster2,307
252,2021-11-03,daily_booster2,270
253,2021-11-04,daily_booster2,79
254,2021-11-05,daily_booster2,164
255,2021-11-06,daily_booster2,126
256,2021-11-07,daily_booster2,68
257,2021-11-08,daily_booster2,228
258,2021-11-09,daily_booster2,335
259,2021-11-10,daily_booster2,306
260,2021-11-11,daily_booster2,330
261,2021-11-12,daily_booster2,267
262,2021-11-13,daily_booster2,185
263,2021-11-14,daily_booster2,77
264,2021-11-15,daily_booster2,304
265,2021-11-16,daily_booster2,387
266,2021-11-17,daily_booster2,316
267,2021-11-18,daily_booster2,320
268,2021-11-19,daily_booster2,311
269,2021-11-20,daily_booster2,118
270,2021-11-21,daily_booster2,74
271,2021-11-22,daily_booster2,274
272,2021-11-23,daily_booster2,354
273,2021-11-24,daily_booster2,340
274,2021-11-25,daily_booster2,331
275,2021-11-26,daily_booster2,217
276,2021-11-27,daily_booster2,126
277,2021-11-28,daily_booster2,68
278,2021-11-29,daily_booster2,302
279,2021-11-30,daily_booster2,328
280,2021-12-01,daily_booster2,363
281,2021-12-02,daily_booster2,377
282,2021-12-03,daily_booster2,271
283,2021-12-04,daily_booster2,153
284,2021-12-05,daily_booster2,133
285,2021-12-06,daily_booster2,310
286,2021-12-07,daily_booster2,403
287,2021-12-08,daily_booster2,325
288,2021-12-09,daily_booster2,375
289,2021-12-10,daily_booster2,69
290,2021-12-11,daily_booster2,59
291,2021-12-12,daily_booster2,91
292,2021-12-13,daily_booster2,96
293,2021-12-14,daily_booster2,107
294,2021-12-15,daily_booster2,88
295,2021-12-16,daily_booster2,119
296,2021-12-17,daily_booster2,128
297,2021-12-18,daily_booster2,46
298,2021-12-19,daily_booster2,207
299,2021-12-20,daily_booster2,520
300,2021-12-21,daily_booster2,413
301,2021-12-22,daily_booster2,259
302,2021-12-23,daily_booster2,395
303,2021-12-24,daily_booster2,371
304,2021-12-25,daily_booster2,90
305,2021-12-26,daily_booster2,170
306,2021-12-27,daily_booster2,328
307,2021-12-28,daily_booster2,385
308,2021-12-29,daily_booster2,226
309,2021-12-30,daily_booster2,405
310,2021-12-31,daily_booster2,284
311,2022-01-01,daily_booster2,134
312,2022-01-02,daily_booster2,225
313,2022-01-03,daily_booster2,395
314,2022-01-04,daily_booster2,284
315,2022-01-05,daily_booster2,251
316,2022-01-06,daily_booster2,281
317,2022-01-07,daily_booster2,283
318,2022-01-08,daily_booster2,535
319,2022-01-09,daily_booster2,287
320,2022-01-10,daily_booster2,378
321,2022-01-11,daily_booster2,359
322,2022-01-12,daily_booster2,254
323,2022-01-13,daily_booster2,347
324,2022-01-14,daily_booster2,375
325,2022-01-15,daily_booster2,372
326,2022-01-16,daily_booster2,357
327,2022-01-17,daily_booster2,453
328,2022-01-18,daily_booster2,396
329,2022-01-19,daily_booster2,235
330,2022-01-20,daily_booster2,319
331,2022-01-21,daily_booster2,850
332,2022-01-22,daily_booster2,660
333,2022-01-23,daily_booster2,335
334,2022-01-24,daily_booster2,448
335,2022-01-25,daily_booster2,276
336,2022-01-26,daily_booster2,243
337,2022-01-27,daily_booster2,332
338,2022-01-28,daily_booster2,410
339,2022-01-29,daily_booster2,196
340,2022-01-30,daily_booster2,191
341,2022-01-31,daily_booster2,298
342,2022-02-01,daily_booster2,70
343,2022-02-02,daily_booster2,79
344,2022-02-03,daily_booster2,260
345,2022-02-04,daily_booster2,210
346,2022-02-05,daily_booster2,156
347,2022-02-06,daily_booster2,113
348,2022-02-07,daily_booster2,339
349,2022-02-08,daily_booster2,357
350,2022-02-09,daily_booster2,380
351,2022-02-10,daily_booster2,364
352,2022-02-11,daily_booster2,371
353,2022-02-12,daily_booster2,310
354,2022-02-13,daily_booster2,249
355,2022-02-14,daily_booster2,321
356,2022-02-15,daily_booster2,271
357,2022-02-16,daily_booster2,290
358,2022-02-17,daily_booster2,268
359,2022-02-18,daily_booster2,323
360,2022-02-19,daily_booster2,215
361,2022-02-20,daily_booster2,190
362,2022-02-21,daily_booster2,210
363,2022-02-22,daily_booster2,313
364,2022-02-23,daily_booster2,268
365,2022-02-24,daily_booster2,267
366,2022-02-25,daily_booster2,381
367,2022-02-26,daily_booster2,168
368,2022-02-27,daily_booster2,132
369,2022-02-28,daily_booster2,270
370,2022-03-01,daily_booster2,307
371,2022-03-02,daily_booster2,215
372,2022-03-03,daily_booster2,291
373,2022-03-04,daily_booster2,164
374,2022-03-05,daily_booster2,150
375,2022-03-06,daily_booster2,97
376,2022-03-07,daily_booster2,196
377,2022-03-08,daily_booster2,177
378,2022-03-09,daily_booster2,109
379,2022-03-10,daily_booster2,139
380,2022-03-11,daily_booster2,125
381,2022-03-12,daily_booster2,71
382,2022-03-13,daily_booster2,75
383,2022-03-14,daily_booster2,124
384,2022-03-15,daily_booster2,121
385,2022-03-16,daily_booster2,187
386,2022-03-17,daily_booster2,111
387,2022-03-18,daily_booster2,111
388,2022-03-19,daily_booster2,54
389,2022-03-20,daily_booster2,59
390,2022-03-21,daily_booster2,87
391,2022-03-22,daily_booster2,80
392,2022-03-23,daily_booster2,125
393,2022-03-24,daily_booster2,64
394,2022-03-25,daily_booster2,79
395,2022-03-26,daily_booster2,65
396,2022-03-27,daily_booster2,55
397,2022-03-28,daily_booster2,122
398,2022-03-29,daily_booster2,174
399,2022-03-30,daily_booster2,176
400,2022-03-31,daily_booster2,161
401,2022-04-01,daily_booster2,97
402,2022-04-02,daily_booster2,44
403,2022-04-03,daily_booster2,12
404,2022-04-04,daily_booster2,58
405,2022-04-05,daily_booster2,64
406,2022-04-06,daily_booster2,62
407,2022-04-07,daily_booster2,60
408,2022-04-08,daily_booster2,35
409,2022-04-09,daily_booster2,26
410,2022-04-10,daily_booster2,38
411,2022-04-11,daily_booster2,60
412,2022-04-12,daily_booster2,68
413,2022-04-13,daily_booster2,40
414,2022-04-14,daily_booster2,63
415,2022-04-15,daily_booster2,94
416,2022-04-16,daily_booster2,141
417,2022-04-17,daily_booster2,130
418,2022-04-18,daily_booster2,232
419,2022-04-19,daily_booster2,259
420,2022-04-20,daily_booster2,313
421,2022-04-21,daily_booster2,359
422,2022-04-22,daily_booster2,397
423,2022-04-23,daily_booster2,325
424,2022-04-24,daily_booster2,267
425,2022-04-25,daily_booster2,614
426,2022-04-26,daily_booster2,643
427,2022-04-27,daily_booster2,756
428,2022-04-28,daily_booster2,816
429,2022-04-29,daily_booster2,799
430,2022-04-30,daily_booster2,418
431,2022-05-01,daily_booster2,260
432,2022-05-02,daily_booster2,326
433,2022-05-03,daily_booster2,236
434,2022-05-04,daily_booster2,448
435,2022-05-05,daily_booster2,1517
436,2022-05-06,daily_booster2,1485
437,2022-05-07,daily_booster2,905
438,2022-05-08,daily_booster2,756
439,2022-05-09,daily_booster2,2378
440,2022-05-10,daily_booster2,2599
441,2022-05-11,daily_booster2,2893
442,2022-05-12,daily_booster2,2593
443,2022-05-13,daily_booster2,2018
444,2022-05-14,daily_booster2,1601
445,2022-05-15,daily_booster2,809
446,2022-05-16,daily_booster2,1828
447,2022-05-17,daily_booster2,2513
448,2022-05-18,daily_booster2,2335
449,2022-05-19,daily_booster2,2563
450,2022-05-20,daily_booster2,1606
451,2022-05-21,daily_booster2,1077
452,2022-05-22,daily_booster2,822
453,2022-05-23,daily_booster2,1559
454,2022-05-24,daily_booster2,1867
455,2022-05-25,daily_booster2,1700
456,2022-05-26,daily_booster2,1877
457,2022-05-27,daily_booster2,1511
458,2022-05-28,daily_booster2,1037
459,2022-05-29,daily_booster2,644
460,2022-05-30,daily_booster2,1556
461,2022-05-31,daily_booster2,1787
462,2022-06-01,daily_booster2,1206
463,2022-06-02,daily_booster2,1143
464,2022-06-03,daily_booster2,918
465,2022-06-04,daily_booster2,713
466,2022-06-05,daily_booster2,449
467,2022-06-06,daily_booster2,514
468,2022-06-07,daily_booster2,1156
469,2022-06-08,daily_booster2,1062
470,2022-06-09,daily_booster2,1389
471,2022-06-10,daily_booster2,1123
472,2022-06-11,daily_booster2,818
473,2022-06-12,daily_booster2,527
474,2022-06-13,daily_booster2,944
475,2022-06-14,daily_booster2,1182
476,2022-06-15,daily_booster2,1105
477,2022-06-16,daily_booster2,1130
478,2022-06-17,daily_booster2,1167
479,2022-06-18,daily_booster2,886
480,2022-06-19,daily_booster2,448
481,2022-06-20,daily_booster2,866
482,2022-06-21,daily_booster2,1133
483,2022-06-22,daily_booster2,1534
484,2022-06-23,daily_booster2,2062
485,2022-06-24,daily_booster2,2403
486,2022-06-25,daily_booster2,1827
487,2022-06-26,daily_booster2,1391
488,2022-06-27,daily_booster2,2489
489,2022-06-28,daily_booster2,2760
490,2022-06-29,daily_booster2,2499
491,2022-06-30,daily_booster2,2922
492,2022-07-01,daily_booster2,2633
493,2022-07-02,daily_booster2,2417
494,2022-07-03,daily_booster2,1643
495,2022-07-04,daily_booster2,2466
496,2022-07-05,daily_booster2,2842
497,2022-07-06,daily_booster2,2815
498,2022-07-07,daily_booster2,3880
499,2022-07-08,daily_booster2,4589
500,2022-07-09,daily_booster2,5110
501,2022-07-10,daily_booster2,3179
502,2022-07-11,daily_booster2,3689
503,2022-07-12,daily_booster2,7222
504,2022-07-13,daily_booster2,8415
505,2022-07-14,daily_booster2,10086
506,2022-07-15,daily_booster2,10909
507,2022-07-16,daily_booster2,8325
508,2022-07-17,daily_booster2,5703
509,2022-07-18,daily_booster2,8118
510,2022-07-19,daily_booster2,8783
511,2022-07-20,daily_booster2,10883
512,2022-07-21,daily_booster2,12141
513,2022-07-22,daily_booster2,11470
514,2022-07-23,daily_booster2,8501
515,2022-07-24,daily_booster2,6985
516,2022-07-25,daily_booster2,10208
517,2022-07-26,daily_booster2,10529
518,2022-07-27,daily_booster2,10060
519,2022-07-28,daily_booster2,10663
520,2022-07-29,daily_booster2,11110
521,2022-07-30,daily_booster2,6206
522,2022-07-31,daily_booster2,4669
523,2022-08-01,daily_booster2,6002
524,2022-08-02,daily_booster2,6638
525,2022-08-03,daily_booster2,6449
526,2022-08-04,daily_booster2,6984
527,2022-08-05,daily_booster2,7171
528,2022-08-06,daily_booster2,4319
529,2022-08-07,daily_booster2,2582
530,2022-08-08,daily_booster2,4445
531,2022-08-09,daily_booster2,4862
532,2022-08-10,daily_booster2,4923
533,2022-08-11,daily_booster2,5178
534,2022-08-12,daily_booster2,5930
535,2022-08-13,daily_booster2,3367
536,2022-08-14,daily_booster2,2022
537,2022-08-15,daily_booster2,3083
538,2022-08-16,daily_booster2,3300
539,2022-08-17,daily_booster2,3829
540,2022-08-18,daily_booster2,4178
541,2022-08-19,daily_booster2,4788
542,2022-08-20,daily_booster2,2932
543,2022-08-21,daily_booster2,1334
544,2022-08-22,daily_booster2,2291
545,2022-08-23,daily_booster2,2812
546,2022-08-24,daily_booster2,3789
547,2022-08-25,daily_booster2,2972
548,2022-08-26,daily_booster2,3546
549,2022-08-27,daily_booster2,1920
550,2022-08-28,daily_booster2,972
551,2022-08-29,daily_booster2,1939
552,2022-08-30,daily_booster2,2761
553,2022-08-31,daily_booster2,879
554,2022-09-01,daily_booster2,2218
555,2022-09-02,daily_booster2,2849
556,2022-09-03,daily_booster2,1335
557,2022-09-04,daily_booster2,621
558,2022-09-05,daily_booster2,1239
559,2022-09-06,daily_booster2,1307
560,2022-09-07,daily_booster2,1520
561,2022-09-08,daily_booster2,2773
562,2022-09-09,daily_booster2,2165
563,2022-09-10,daily_booster2,1128
564,2022-09-11,daily_booster2,606
565,2022-09-12,daily_booster2,978
566,2022-09-13,daily_booster2,1328
567,2022-09-14,daily_booster2,1427
568,2022-09-15,daily_booster2,2073
569,2022-09-16,daily_booster2,561
570,2022-09-17,daily_booster2,725
571,2022-09-18,daily_booster2,379
572,2022-09-19,daily_booster2,757
573,2021-02-24,daily_booster,0
574,2021-02-25,daily_booster,0
575,2021-02-26,daily_booster,0
576,2021-02-27,daily_booster,0
577,2021-02-28,daily_booster,0
578,2021-03-01,daily_booster,0
579,2021-03-02,daily_booster,0
580,2021-03-03,daily_booster,0
581,2021-03-04,daily_booster,0
582,2021-03-05,daily_booster,0
583,2021-03-06,daily_booster,0
584,2021-03-07,daily_booster,0
585,2021-03-08,daily_booster,0
586,2021-03-09,daily_booster,0
587,2021-03-10,daily_booster,0
588,2021-03-11,daily_booster,0
589,2021-03-12,daily_booster,0
590,2021-03-13,daily_booster,0
591,2021-03-14,daily_booster,0
592,2021-03-15,daily_booster,0
593,2021-03-16,daily_booster,0
594,2021-03-17,daily_booster,0
595,2021-03-18,daily_booster,0
596,2021-03-19,daily_booster,0
597,2021-03-20,daily_booster,0
598,2021-03-21,daily_booster,0
599,2021-03-22,daily_booster,0
600,2021-03-23,daily_booster,0
601,2021-03-24,daily_booster,0
602,2021-03-25,daily_booster,0
603,2021-03-26,daily_booster,0
604,2021-03-27,daily_booster,0
605,2021-03-28,daily_booster,0
606,2021-03-29,daily_booster,0
607,2021-03-30,daily_booster,0
608,2021-03-31,daily_booster,0
609,2021-04-01,daily_booster,0
610,2021-04-02,daily_booster,0
611,2021-04-03,daily_booster,0
612,2021-04-04,daily_booster,0
613,2021-04-05,daily_booster,0
614,2021-04-06,daily_booster,0
615,2021-04-07,daily_booster,0
616,2021-04-08,daily_booster,0
617,2021-04-09,daily_booster,0
618,2021-04-10,daily_booster,0
619,2021-04-11,daily_booster,0
620,2021-04-12,daily_booster,0
621,2021-04-13,daily_booster,0
622,2021-04-14,daily_booster,0
623,2021-04-15,daily_booster,0
624,2021-04-16,daily_booster,0
625,2021-04-17,daily_booster,0
626,2021-04-18,daily_booster,0
627,2021-04-19,daily_booster,0
628,2021-04-20,daily_booster,0
629,2021-04-21,daily_booster,0
630,2021-04-22,daily_booster,0
631,2021-04-23,daily_booster,0
632,2021-04-24,daily_booster,0
633,2021-04-25,daily_booster,0
634,2021-04-26,daily_booster,0
635,2021-04-27,daily_booster,0
636,2021-04-28,daily_booster,0
637,2021-04-29,daily_booster,0
638,2021-04-30,daily_booster,0
639,2021-05-01,daily_booster,0
640,2021-05-02,daily_booster,0
641,2021-05-03,daily_booster,0
642,2021-05-04,daily_booster,0
643,2021-05-05,daily_booster,0
644,2021-05-06,daily_booster,0
645,2021-05-07,daily_booster,0
646,2021-05-08,daily_booster,0
647,2021-05-09,daily_booster,0
648,2021-05-10,daily_booster,0
649,2021-05-11,daily_booster,0
650,2021-05-12,daily_booster,0
651,2021-05-13,daily_booster,0
652,2021-05-14,daily_booster,0
653,2021-05-15,daily_booster,0
654,2021-05-16,daily_booster,0
655,2021-05-17,daily_booster,0
656,2021-05-18,daily_booster,0
657,2021-05-19,daily_booster,0
658,2021-05-20,daily_booster,0
659,2021-05-21,daily_booster,0
660,2021-05-22,daily_booster,0
661,2021-05-23,daily_booster,0
662,2021-05-24,daily_booster,0
663,2021-05-25,daily_booster,0
664,2021-05-26,daily_booster,0
665,2021-05-27,daily_booster,0
666,2021-05-28,daily_booster,0
667,2021-05-29,daily_booster,0
668,2021-05-30,daily_booster,0
669,2021-05-31,daily_booster,0
670,2021-06-01,daily_booster,0
671,2021-06-02,daily_booster,0
672,2021-06-03,daily_booster,0
673,2021-06-04,daily_booster,0
674,2021-06-05,daily_booster,0
675,2021-06-06,daily_booster,0
676,2021-06-07,daily_booster,0
677,2021-06-08,daily_booster,0
678,2021-06-09,daily_booster,0
679,2021-06-10,daily_booster,0
680,2021-06-11,daily_booster,0
681,2021-06-12,daily_booster,0
682,2021-06-13,daily_booster,0
683,2021-06-14,daily_booster,0
684,2021-06-15,daily_booster,0
685,2021-06-16,daily_booster,0
686,2021-06-17,daily_booster,0
687,2021-06-18,daily_booster,0
688,2021-06-19,daily_booster,0
689,2021-06-20,daily_booster,0
690,2021-06-21,daily_booster,0
691,2021-06-22,daily_booster,0
692,2021-06-23,daily_booster,0
693,2021-06-24,daily_booster,0
694,2021-06-25,daily_booster,0
695,2021-06-26,daily_booster,0
696,2021-06-27,daily_booster,0
697,2021-06-28,daily_booster,0
698,2021-06-29,daily_booster,0
699,2021-06-30,daily_booster,0
700,2021-07-01,daily_booster,0
701,2021-07-02,daily_booster,0
702,2021-07-03,daily_booster,0
703,2021-07-04,daily_booster,0
704,2021-07-05,daily_booster,0
705,2021-07-06,daily_booster,0
706,2021-07-07,daily_booster,0
707,2021-07-08,daily_booster,0
708,2021-07-09,daily_booster,0
709,2021-07-10,daily_booster,0
710,2021-07-11,daily_booster,0
711,2021-07-12,daily_booster,0
712,2021-07-13,daily_booster,0
713,2021-07-14,daily_booster,0
714,2021-07-15,daily_booster,0
715,2021-07-16,daily_booster,0
716,2021-07-17,daily_booster,0
717,2021-07-18,daily_booster,0
718,2021-07-19,daily_booster,0
719,2021-07-20,daily_booster,0
720,2021-07-21,daily_booster,0
721,2021-07-22,daily_booster,0
722,2021-07-23,daily_booster,0
723,2021-07-24,daily_booster,0
724,2021-07-25,daily_booster,0
725,2021-07-26,daily_booster,0
726,2021-07-27,daily_booster,0
727,2021-07-28,daily_booster,0
728,2021-07-29,daily_booster,0
729,2021-07-30,daily_booster,0
730,2021-07-31,daily_booster,0
731,2021-08-01,daily_booster,0
732,2021-08-02,daily_booster,0
733,2021-08-03,daily_booster,0
734,2021-08-04,daily_booster,0
735,2021-08-05,daily_booster,0
736,2021-08-06,daily_booster,0
737,2021-08-07,daily_booster,0
738,2021-08-08,daily_booster,0
739,2021-08-09,daily_booster,0
740,2021-08-10,daily_booster,0
741,2021-08-11,daily_booster,0
742,2021-08-12,daily_booster,0
743,2021-08-13,daily_booster,0
744,2021-08-14,daily_booster,0
745,2021-08-15,daily_booster,0
746,2021-08-16,daily_booster,0
747,2021-08-17,daily_booster,0
748,2021-08-18,daily_booster,0
749,2021-08-19,daily_booster,0
750,2021-08-20,daily_booster,0
751,2021-08-21,daily_booster,0
752,2021-08-22,daily_booster,0
753,2021-08-23,daily_booster,0
754,2021-08-24,daily_booster,0
755,2021-08-25,daily_booster,0
756,2021-08-26,daily_booster,0
757,2021-08-27,daily_booster,0
758,2021-08-28,daily_booster,0
759,2021-08-29,daily_booster,0
760,2021-08-30,daily_booster,0
761,2021-08-31,daily_booster,0
762,2021-09-01,daily_booster,4
763,2021-09-02,daily_booster,7
764,2021-09-03,daily_booster,2
765,2021-09-04,daily_booster,6
766,2021-09-05,daily_booster,2
767,2021-09-06,daily_booster,2
768,2021-09-07,daily_booster,2
769,2021-09-08,daily_booster,6
770,2021-09-09,daily_booster,2
771,2021-09-10,daily_booster,4
772,2021-09-11,daily_booster,44
773,2021-09-12,daily_booster,94
774,2021-09-13,daily_booster,2
775,2021-09-14,daily_booster,3
776,2021-09-15,daily_booster,5
777,2021-09-16,daily_booster,1
778,2021-09-17,daily_booster,6
779,2021-09-18,daily_booster,1
780,2021-09-19,daily_booster,1
781,2021-09-20,daily_booster,1
